figure,panel,endpoint,contrast,estimate,ci95_low,ci95_high,unit,n,test,alternative,p_raw,p_adjusted,p_adjust_method,statistics_status,source_file
fig4,d,joint_state_displacement,,0.5125419539989648,0.5021912488511479,0.5227446232958624,cosine_distance,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_d_statistics.csv
fig4,d,joint_state_displacement,,0.5168813929224687,0.5078430121145603,0.5259750274336823,cosine_distance,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_d_statistics.csv
fig4,d,joint_state_displacement,,0.5124530509148034,0.5019548156615243,0.5218928637023215,cosine_distance,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_d_statistics.csv
fig4,e,loss_relation_balanced_rate,,27.78984208162126,26.49873412971515,29.146163376552124,percent,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_e_statistics.csv
fig4,e,loss_relation_balanced_rate,,61.524243187179806,60.16895134566524,62.80560241287105,percent,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_e_statistics.csv
fig4,e,rescue_relation_balanced_rate,,40.49867724867725,36.93862985008819,43.78694885361551,percent,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_e_statistics.csv
fig4,e,rescue_relation_balanced_rate,,17.429232804232804,14.98703290343915,19.730014054232804,percent,20,,,,,,supplied_descriptive_bootstrap,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig4\metrics\panel_e_statistics.csv
fig5,a,constituent_similarity,,0.9911789236146754,0.9911374575052992,0.9912203897240516,similarity_index,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_a_statistics.csv
fig5,a,constituent_similarity,,0.9950095590351522,0.9949837423528308,0.9950353757174736,similarity_index,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_a_statistics.csv
fig5,a,min_component_similarity,,0.9911749708153963,0.9911341773018797,0.9912157643289129,similarity_index,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_a_statistics.csv
fig5,b,pair_similarity,,0.9957657115069688,0.9957519619000371,0.9957794611139005,similarity_index,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_b_statistics.csv
fig5,b,pair_similarity,,0.9891037590107006,0.9890601178636885,0.9891474001577126,similarity_index,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_b_statistics.csv
fig5,b,true_minus_shuffled,true_minus_shuffled,0.006661952496268013,0.006625523969950529,0.0066983810225854975,similarity_index,20,one_sample_t,two-sided,2.1318288692787905e-38,2.1318288692787905e-38,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_b_statistics.csv
fig5,c,N_eff,,2.9942504686266194,2.9934678085598154,2.9950331286934233,effective_items,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_c_statistics.csv
fig5,c,N_eff,,4.956884303837472,4.951913496357346,4.961855111317599,effective_items,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_c_statistics.csv
fig5,c,N_eff,,6.742980908518078,6.722606115971136,6.76335570106502,effective_items,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_c_statistics.csv
fig5,c,N_eff,,8.04753138248476,7.912758198970439,8.182304565999079,effective_items,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_c_statistics.csv
fig5,d,latest_item_weight,,0.3310751766230754,0.33012000923683166,0.33203034400931913,proportion,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_d_statistics.csv
fig5,d,latest_item_weight,,0.1952602917734813,0.19379058021214002,0.1967300033348226,proportion,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_d_statistics.csv
fig5,d,latest_item_weight,,0.13289974143528663,0.13178537139302307,0.13401411147755019,proportion,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_d_statistics.csv
fig5,d,latest_item_weight,,0.07258497365684533,0.07136608832321963,0.07380385899047102,proportion,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_d_statistics.csv
fig5,e,layer1_g_effective_area,,0.48629237779159995,0.4799238096247553,0.4926609459584446,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.48044446298754995,0.4741207320184137,0.4867681939566862,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.46877349566795007,0.46245013100299687,0.47509686033290327,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.44409965088065,0.43740137061825346,0.45079793114304656,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5318957523143999,0.5260694487339211,0.5377220558948786,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5196397484513,0.5138900529649713,0.5253894439376288,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.4970371744706001,0.4912804167514765,0.5027939321897237,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.45600377887375004,0.45001806583414733,0.46198949191335276,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5572875789002001,0.5516527739514404,0.5629223838489598,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5388820876293,0.5328252577572798,0.5449389175013202,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.50749883066205,0.5005559149097537,0.5144417464143464,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.45806924143935,0.4495299566406673,0.46660852623803273,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5656104053390001,0.5602414594234125,0.5709793512545877,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.54107095004605,0.5354547943637537,0.5466871057283463,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.5035723598677,0.49763942698434727,0.5095052927510527,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,e,layer1_g_effective_area,,0.451674296444,0.4453194882902479,0.45802910459775203,fraction_of_map_area,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_e_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.2705973571611,0.2607959474364353,0.2803987668857647,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.2924114680954,0.2823074083252136,0.30251552786558633,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.32624478592105,0.3153589826299201,0.33713058921217987,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.3871705930301,0.3748909197324681,0.3994502663277319,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.1901614420207,0.1852522061628556,0.19507067787854443,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.22471304416965002,0.21919800411690168,0.23022808422239835,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.28311114806645,0.2760966956510773,0.2901256004818227,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.37617231750999996,0.36670086684046754,0.3856437681795324,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.15602519026955,0.15233407891447143,0.15971630162462858,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.19760620045914998,0.19325674283473165,0.2019556580835683,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.26695555469175,0.2613289972407233,0.27258211214277667,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.36797625120739996,0.3605624205753295,0.3753900818394704,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.13392943420055,0.12968248015593,0.13817638824517,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.180948152,0.1746624719686281,0.1872338320313719,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.25602910179575,0.24657686612350624,0.2654813374679938,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig5,f,matched_minus_deranged_cosine,,0.35854063046510004,0.3453595212893483,0.37172173964085176,cosine_difference,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig5\metrics\panel_f_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.527500000000003,13.510996793654334,13.544003206345673,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,23.125,21.710985302350856,24.539014697649144,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.572500000000002,13.540990098997465,13.604009901002538,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,15.067499999999999,14.89768665230027,15.237313347699729,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,52.47124999999998,51.70238994458089,53.24011005541908,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,82.07875,81.47785902502478,82.67964097497521,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,91.375,90.67144055367595,92.07855944632405,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.51875,13.49981702015933,13.537682979840671,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,14.989999999999998,14.831134314725523,15.148865685274474,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,25.7125,25.280436324863185,26.144563675136812,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,66.68875000000001,66.01290086583536,67.36459913416466,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,83.61125,83.04674742785703,84.17575257214297,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,87.425,86.43139352836954,88.41860647163045,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.5,13.5,13.5,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.501249999999999,13.498633719931988,13.50386628006801,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.508750000000001,13.462838394382098,13.554661605617904,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.9425,13.7763323365199,14.108667663480102,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,22.4925,22.148872385164672,22.836127614835327,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,43.63999999999999,42.99558621043343,44.28441378956656,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,64.525,63.41832183226336,65.63167816773665,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.045,10.032070955734145,10.057929044265855,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,19.85,18.762697832938642,20.93730216706136,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.001249999999999,9.996639654869284,10.005860345130714,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.051250000000001,10.02739944458161,10.075100555418393,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,13.23875,13.040025986363753,13.437474013636246,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,30.699999999999996,30.078853478748012,31.32114652125198,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,61.15,59.72739988929757,62.572600110702425,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,9.996203901894045,10.003796098105955,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.11625,10.092764758660604,10.139735241339398,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,15.077499999999997,14.865091434441151,15.289908565558843,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,38.105,37.61530922979054,38.59469077020945,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,76.99875,76.2209251906697,77.7765748093303,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,86.49875,85.86464848383629,87.13285151616371,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,82.9,81.56411861110654,84.23588138889347,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.0,10.0,10.0,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,10.030000000000001,10.014074474871808,10.045925525128194,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,12.33625,12.162685893525838,12.509814106474161,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,29.485000000000003,29.061579330652325,29.90842066934768,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,75.09625000000001,74.2255168162979,75.96698318370213,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,87.53999999999999,86.8925298686032,88.18747013139678,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,P_target,,87.8,86.77744644060687,88.82255355939313,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,SAB_vs_S0_auc_gain,SAB_vs_S0_auc_gain,0.4208963815789473,0.4167524515293757,0.42504031162851896,normalized_auc_gain,20,one_sample_t,two-sided,1.5141056040636662e-33,3.0282112081273324e-33,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,SAB_vs_relevant_single_auc_gain,SAB_vs_relevant_single_auc_gain,0.05583980263157887,0.05313764548125174,0.05854195978190601,normalized_auc_gain,20,one_sample_t,two-sided,1.9105617510915386e-20,2.5474156681220514e-20,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,SAB_vs_S0_auc_gain,SAB_vs_S0_auc_gain,0.49737861842105263,0.49252449366291706,0.5022327431791882,normalized_auc_gain,20,one_sample_t,two-sided,1.2815344645461648e-33,3.0282112081273324e-33,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,a,SAB_vs_relevant_single_auc_gain,SAB_vs_relevant_single_auc_gain,0.009954276315789434,0.00754308458104654,0.01236546805053233,normalized_auc_gain,20,one_sample_t,two-sided,5.238745737635114e-08,5.238745737635114e-08,BH,predeclared_recomputed,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_a_statistics.csv
fig6,b,P_target_cue_only,,14.5,9.826018076806687,19.173981923193313,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,33.65,29.381389377334415,37.91861062266558,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,14.5,9.826018076806687,19.173981923193313,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_cue_only,,8.5,5.0125446898128985,11.987455310187102,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_sequence_state,,38.0,34.7681847933999,41.2318152066001,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
fig6,b,P_target_single_item_memory,,8.5,5.0125446898128985,11.987455310187102,percent,20,,,,,,descriptive_only,results\paper_figure_multi_seed\final_six_figures_v5_c5_revised_20260804_r2\fig6\metrics\panel_b_absolute_access_statistics.csv
